Farming implementation started at 2025-03-08 11:04:52
Using XP formula: 20 + (farmingLevel * 5)
Processing silentgear
potted_netherwood_sapling - Farming Level: 0, XP: 20
plantain_crate - Farming Level: 0, XP: 20
advanced_zebrano_beehive - Farming Level: 300, XP: 1520
olive_sapling - Farming Level: 0, XP: 20
ipe_sapling - Farming Level: 0, XP: 20
plantain_sapling - Farming Level: 0, XP: 20
expansion_box_grapefruit - Farming Level: 0, XP: 20
advanced_european_larch_beehive - Farming Level: 300, XP: 1520
breadfruit_crate - Farming Level: 0, XP: 20
sugar_apple_sapling - Farming Level: 0, XP: 20
advanced_great_sallow_beehive - Farming Level: 300, XP: 1520
beliy_naliv_apple_sapling - Farming Level: 0, XP: 20
time_traveller_sapling - Farming Level: 0, XP: 20
expansion_box_cultivated_pear - Farming Level: 0, XP: 20
roasted_coffee_bean - Farming Level: 0, XP: 20
elderberry_pressure_plate - Farming Level: 100, XP: 520
padauk_sapling - Farming Level: 0, XP: 20
pecan_sapling - Farming Level: 0, XP: 20
advanced_silver_lime_beehive - Farming Level: 300, XP: 1520
hala_fruit_crate - Farming Level: 0, XP: 20
cultivated_pear_leaves - Farming Level: 0, XP: 20
advanced_walnut_beehive - Farming Level: 300, XP: 1520
jackfruit_stripped_wood - Farming Level: 0, XP: 20
advanced_old_fustic_beehive - Farming Level: 300, XP: 1520
sparkle_cherry_sapling - Farming Level: 0, XP: 20
grapefruit_sapling - Farming Level: 0, XP: 20
advanced_cacao_beehive - Farming Level: 300, XP: 1520
flowering_crabapple_stripped_wood - Farming Level: 0, XP: 20
grapefruit_crate - Farming Level: 0, XP: 20
advanced_red_banana_beehive - Farming Level: 300, XP: 1520
elderberry_crate - Farming Level: 0, XP: 20
plantain - Farming Level: 0, XP: 20
slimy_delight_sapling - Farming Level: 0, XP: 20
cork_oak_sapling - Farming Level: 0, XP: 20
persimmon_sapling - Farming Level: 0, XP: 20
advanced_logwood_beehive - Farming Level: 300, XP: 1520
mango_sapling - Farming Level: 0, XP: 20
myrtle_ebony_sapling - Farming Level: 0, XP: 20
buddhas_hand_sapling - Farming Level: 0, XP: 20
holly_sapling - Farming Level: 0, XP: 20
advanced_yellow_meranti_beehive - Farming Level: 300, XP: 1520
monkey_puzzle_sapling - Farming Level: 0, XP: 20
advanced_tuscarora_crepe_myrtle_beehive - Farming Level: 300, XP: 1520
flowering_crabapple_sapling - Farming Level: 0, XP: 20
advanced_red_delicious_apple_beehive - Farming Level: 300, XP: 1520
cedar_sapling - Farming Level: 0, XP: 20
advanced_slimy_delight_beehive - Farming Level: 300, XP: 1520
aspen_button - Farming Level: 0, XP: 20
elderberry_stripped_wood - Farming Level: 0, XP: 20
boxwood_sapling - Farming Level: 0, XP: 20
douglas_fir_sapling - Farming Level: 0, XP: 20
star_anise_sapling - Farming Level: 0, XP: 20
moonlight_magic_crepe_myrtle_sapling - Farming Level: 0, XP: 20
western_hemlock_sapling - Farming Level: 0, XP: 20
cave_dweller_sapling - Farming Level: 0, XP: 20
advanced_time_traveller_beehive - Farming Level: 300, XP: 1520
socotra_dragon_sapling - Farming Level: 0, XP: 20
rose_gum_sapling - Farming Level: 0, XP: 20
asai_berry_crate - Farming Level: 0, XP: 20
wild_cherry_sapling - Farming Level: 0, XP: 20
plum_sapling - Farming Level: 0, XP: 20
Processing mcwdoors
print_bamboo - Farming Level: 0, XP: 20
Processing extendedae
fishbig - Farming Level: 0, XP: 20
entro_seed - Farming Level: 0, XP: 20
fishbig - Farming Level: 0, XP: 20
Processing amendments
hanging_flower_pot - Farming Level: 0, XP: 20
Processing irons_spellbooks
pumpkin_leggings - Farming Level: 0, XP: 20
pumpkin_chestplate - Farming Level: 0, XP: 20
pumpkin_boots - Farming Level: 0, XP: 20
pumpkin_helmet - Farming Level: 0, XP: 20
Processing theurgy
distiller - Farming Level: 0, XP: 20
alchemical_niter_animals_abundant - Farming Level: 0, XP: 20
alchemical_sulfur_elderberry - Farming Level: 0, XP: 20
alchemical_sulfur_blackberry - Farming Level: 0, XP: 20
alchemical_sulfur_beef - Farming Level: 0, XP: 20
alchemical_sulfur_potato - Farming Level: 0, XP: 20
alchemical_sulfur_wheat - Farming Level: 0, XP: 20
distiller - Farming Level: 0, XP: 20
alchemical_sulfur_dragonfruit - Farming Level: 0, XP: 20
alchemical_sulfur_wolfberry - Farming Level: 0, XP: 20
alchemical_sulfur_bellpepper - Farming Level: 0, XP: 20
alchemical_sulfur_rabbit_foot - Farming Level: 0, XP: 20
alchemical_sulfur_beetroot - Farming Level: 0, XP: 20
alchemical_sulfur_coffee_beans - Farming Level: 0, XP: 20
alchemical_sulfur_rabbit - Farming Level: 0, XP: 20
alchemical_sulfur_strawberry - Farming Level: 0, XP: 20
alchemical_sulfur_carrot - Farming Level: 0, XP: 20
alchemical_salt_plant - Farming Level: 0, XP: 20
alchemical_sulfur_lettuce - Farming Level: 0, XP: 20
alchemical_sulfur_raspberry - Farming Level: 0, XP: 20
alchemical_sulfur_cauliflower - Farming Level: 0, XP: 20
alchemical_sulfur_rice - Farming Level: 0, XP: 20
alchemical_sulfur_chicken - Farming Level: 0, XP: 20
alchemical_sulfur_tropical_fish - Farming Level: 0, XP: 20
alchemical_niter_crops_abundant - Farming Level: 0, XP: 20
alchemical_sulfur_tomatillo - Farming Level: 0, XP: 20
alchemical_sulfur_cabbage - Farming Level: 0, XP: 20
alchemical_sulfur_cranberry - Farming Level: 0, XP: 20
alchemical_sulfur_greenonion - Farming Level: 0, XP: 20
alchemical_sulfur_onion - Farming Level: 0, XP: 20
alchemical_niter_animals_common - Farming Level: 0, XP: 20
alchemical_sulfur_blueberry - Farming Level: 0, XP: 20
alchemical_sulfur_sweetpotato - Farming Level: 0, XP: 20
alchemical_sulfur_greenbean - Farming Level: 0, XP: 20
alchemical_sulfur_corn - Farming Level: 0, XP: 20
alchemical_sulfur_eggplant - Farming Level: 0, XP: 20
alchemical_sulfur_cocoa_beans - Farming Level: 0, XP: 20
alchemical_sulfur_pufferfish - Farming Level: 0, XP: 20
alchemical_sulfur_tomato - Farming Level: 0, XP: 20
alchemical_sulfur_soybean - Farming Level: 0, XP: 20
alchemical_sulfur_chile_pepper - Farming Level: 0, XP: 20
alchemical_sulfur_rabbit_hide - Farming Level: 0, XP: 20
alchemical_niter_animals_rare - Farming Level: 0, XP: 20
alchemical_sulfur_pepper - Farming Level: 0, XP: 20
alchemical_sulfur_grapefruit - Farming Level: 0, XP: 20
alchemical_sulfur_garlic - Farming Level: 0, XP: 20
alchemical_sulfur_crops_fig - Farming Level: 0, XP: 20
alchemical_sulfur_blackbean - Farming Level: 0, XP: 20
Processing tombstone
bag_of_seeds - Farming Level: 0, XP: 20
fishing_rod_of_misadventure - Farming Level: 0, XP: 20
rabbit_mask - Farming Level: 0, XP: 20
Processing redstonepen
pen - Farming Level: 0, XP: 20
Processing relics
jellyfish_necklace - Farming Level: 0, XP: 20
Processing evilcraft
undead_sapling - Farming Level: 0, XP: 20
undead_sapling - Farming Level: 0, XP: 20
invigorating_pendant - Farming Level: 100, XP: 520
primed_pendant - Farming Level: 0, XP: 20
netherfish_spawn_egg - Farming Level: 0, XP: 20
Processing industrialforegoing
animal_feeder - Farming Level: 200, XP: 1020
plant_gatherer - Farming Level: 200, XP: 1020
plant_sower - Farming Level: 200, XP: 1020
animal_baby_separator - Farming Level: 300, XP: 1520
animal_rancher - Farming Level: 300, XP: 1520
plant_fertilizer - Farming Level: 200, XP: 1020
marine_fisher - Farming Level: 200, XP: 1020
sewage_composter - Farming Level: 200, XP: 1020
meat_feeder - Farming Level: 200, XP: 1020
animal_feeder - Farming Level: 200, XP: 1020
plant_gatherer - Farming Level: 200, XP: 1020
plant_sower - Farming Level: 200, XP: 1020
animal_baby_separator - Farming Level: 300, XP: 1520
animal_rancher - Farming Level: 300, XP: 1520
plant_fertilizer - Farming Level: 200, XP: 1020
marine_fisher - Farming Level: 200, XP: 1020
fertilizer - Farming Level: 200, XP: 1020
sewage_composter - Farming Level: 200, XP: 1020
Processing naturesaura
animal_container - Farming Level: 0, XP: 20
flower_generator - Farming Level: 0, XP: 20
potted_crimson_aura_mushroom - Farming Level: 0, XP: 20
end_flower - Farming Level: 0, XP: 20
animal_generator - Farming Level: 0, XP: 20
aura_mushroom - Farming Level: 0, XP: 20
warped_aura_mushroom - Farming Level: 0, XP: 20
ancient_sapling - Farming Level: 0, XP: 20
potted_aura_cactus - Farming Level: 0, XP: 20
nether_wart_mushroom - Farming Level: 0, XP: 20
potted_aura_mushroom - Farming Level: 0, XP: 20
potted_warped_aura_mushroom - Farming Level: 0, XP: 20
animal_spawner - Farming Level: 0, XP: 20
crimson_aura_mushroom - Farming Level: 0, XP: 20
aura_cactus - Farming Level: 0, XP: 20
animal_container - Farming Level: 0, XP: 20
flower_generator - Farming Level: 0, XP: 20
depth_hoe - Farming Level: 0, XP: 20
infused_iron_hoe - Farming Level: 200, XP: 1020
end_flower - Farming Level: 0, XP: 20
animal_generator - Farming Level: 0, XP: 20
aura_mushroom - Farming Level: 0, XP: 20
farming_stencil - Farming Level: 0, XP: 20
sky_hoe - Farming Level: 0, XP: 20
warped_aura_mushroom - Farming Level: 0, XP: 20
ancient_sapling - Farming Level: 0, XP: 20
sky_shoes - Farming Level: 0, XP: 20
infused_iron_shoes - Farming Level: 200, XP: 1020
nether_wart_mushroom - Farming Level: 0, XP: 20
animal_spawner - Farming Level: 0, XP: 20
depth_shoes - Farming Level: 0, XP: 20
crimson_aura_mushroom - Farming Level: 0, XP: 20
aura_cactus - Farming Level: 0, XP: 20
Processing handcrafted
deepslate_corner_trim - Farming Level: 0, XP: 20
quartz_corner_trim - Farming Level: 0, XP: 20
berry_jam_jar - Farming Level: 0, XP: 20
silverfish_trophy - Farming Level: 0, XP: 20
bamboo_dining_bench - Farming Level: 0, XP: 20
birch_corner_trim - Farming Level: 0, XP: 20
bamboo_drawer - Farming Level: 0, XP: 20
sandstone_corner_trim - Farming Level: 100, XP: 520
andesite_corner_trim - Farming Level: 0, XP: 20
bamboo_nightstand - Farming Level: 0, XP: 20
bamboo_table - Farming Level: 0, XP: 20
warped_corner_trim - Farming Level: 0, XP: 20
calcite_corner_trim - Farming Level: 0, XP: 20
skeleton_horse_trophy - Farming Level: 0, XP: 20
cherry_corner_trim - Farming Level: 0, XP: 20
acacia_corner_trim - Farming Level: 0, XP: 20
spruce_corner_trim - Farming Level: 0, XP: 20
bamboo_cupboard - Farming Level: 0, XP: 20
stone_corner_trim - Farming Level: 100, XP: 520
diorite_corner_trim - Farming Level: 0, XP: 20
crimson_corner_trim - Farming Level: 0, XP: 20
red_sandstone_corner_trim - Farming Level: 100, XP: 520
tropical_fish_trophy - Farming Level: 0, XP: 20
granite_corner_trim - Farming Level: 0, XP: 20
bamboo_corner_trim - Farming Level: 0, XP: 20
bamboo_shelf - Farming Level: 0, XP: 20
mangrove_corner_trim - Farming Level: 0, XP: 20
jungle_corner_trim - Farming Level: 0, XP: 20
dark_oak_corner_trim - Farming Level: 0, XP: 20
bamboo_counter - Farming Level: 0, XP: 20
dripstone_corner_trim - Farming Level: 100, XP: 520
blackstone_corner_trim - Farming Level: 100, XP: 520
bamboo_couch - Farming Level: 0, XP: 20
oak_corner_trim - Farming Level: 0, XP: 20
bamboo_side_table - Farming Level: 0, XP: 20
bamboo_desk - Farming Level: 0, XP: 20
bamboo_bench - Farming Level: 0, XP: 20
pufferfish_trophy - Farming Level: 0, XP: 20
deepslate_corner_trim - Farming Level: 0, XP: 20
quartz_corner_trim - Farming Level: 0, XP: 20
berry_jam_jar - Farming Level: 0, XP: 20
silverfish_trophy - Farming Level: 0, XP: 20
bamboo_dining_bench - Farming Level: 0, XP: 20
birch_corner_trim - Farming Level: 0, XP: 20
bamboo_drawer - Farming Level: 0, XP: 20
sandstone_corner_trim - Farming Level: 100, XP: 520
andesite_corner_trim - Farming Level: 0, XP: 20
bamboo_nightstand - Farming Level: 0, XP: 20
bamboo_table - Farming Level: 0, XP: 20
warped_corner_trim - Farming Level: 0, XP: 20
calcite_corner_trim - Farming Level: 0, XP: 20
skeleton_horse_trophy - Farming Level: 0, XP: 20
cherry_corner_trim - Farming Level: 0, XP: 20
acacia_corner_trim - Farming Level: 0, XP: 20
spruce_corner_trim - Farming Level: 0, XP: 20
bamboo_cupboard - Farming Level: 0, XP: 20
stone_corner_trim - Farming Level: 100, XP: 520
diorite_corner_trim - Farming Level: 0, XP: 20
crimson_corner_trim - Farming Level: 0, XP: 20
red_sandstone_corner_trim - Farming Level: 100, XP: 520
tropical_fish_trophy - Farming Level: 0, XP: 20
granite_corner_trim - Farming Level: 0, XP: 20
bamboo_corner_trim - Farming Level: 0, XP: 20
bamboo_shelf - Farming Level: 0, XP: 20
mangrove_corner_trim - Farming Level: 0, XP: 20
jungle_corner_trim - Farming Level: 0, XP: 20
dark_oak_corner_trim - Farming Level: 0, XP: 20
bamboo_counter - Farming Level: 0, XP: 20
dripstone_corner_trim - Farming Level: 100, XP: 520
blackstone_corner_trim - Farming Level: 100, XP: 520
bamboo_couch - Farming Level: 0, XP: 20
oak_corner_trim - Farming Level: 0, XP: 20
bamboo_side_table - Farming Level: 0, XP: 20
bamboo_desk - Farming Level: 0, XP: 20
bamboo_bench - Farming Level: 0, XP: 20
pufferfish_trophy - Farming Level: 0, XP: 20
Processing chipped
mini_red_mushroom - Farming Level: 0, XP: 20
overgrown_sand - Farming Level: 0, XP: 20
magenta_flower_acacia_leaves - Farming Level: 0, XP: 20
fruit_barrel - Farming Level: 0, XP: 20
dark_scaled_brown_mushroom_block - Farming Level: 0, XP: 20
light_sprinkled_brown_mushroom_block - Farming Level: 0, XP: 20
cornered_light_gray_wool - Farming Level: 0, XP: 20
dark_freckled_red_mushroom_block - Farming Level: 0, XP: 20
cornered_gray_carpet - Farming Level: 0, XP: 20
brown_mushroom_bulb - Farming Level: 0, XP: 20
grizly_nether_sprouts - Farming Level: 0, XP: 20
dark_smooth_brown_mushroom_block - Farming Level: 0, XP: 20
sticky_melon - Farming Level: 0, XP: 20
tubed_nether_sprouts - Farming Level: 0, XP: 20
bamboo_planks_panel - Farming Level: 0, XP: 20
bright_melon - Farming Level: 0, XP: 20
cornered_lime_wool - Farming Level: 0, XP: 20
spooky_carved_pumpkin - Farming Level: 0, XP: 20
dark_spotted_red_mushroom_block - Farming Level: 0, XP: 20
cornered_blue_wool - Farming Level: 0, XP: 20
fired_nether_sprouts - Farming Level: 0, XP: 20
traditional_carved_pumpkin - Farming Level: 0, XP: 20
flimsy_nether_sprouts - Farming Level: 0, XP: 20
cornered_lime_carpet - Farming Level: 0, XP: 20
cornered_orange_wool - Farming Level: 0, XP: 20
micro_brown_mushroom - Farming Level: 0, XP: 20
cornered_light_gray_carpet - Farming Level: 0, XP: 20
umbrella_red_mushroom - Farming Level: 0, XP: 20
end_pumpkin - Farming Level: 0, XP: 20
cornered_red_carpet - Farming Level: 0, XP: 20
dark_dusted_brown_mushroom_block - Farming Level: 0, XP: 20
white_sprinkled_brown_mushroom_block - Farming Level: 0, XP: 20
cornered_pink_carpet - Farming Level: 0, XP: 20
sweet_melon - Farming Level: 0, XP: 20
sprouting_crimson_roots - Farming Level: 100, XP: 520
horrified_carved_pumpkin - Farming Level: 0, XP: 20
ripe_melon - Farming Level: 0, XP: 20
mini_brown_mushroom - Farming Level: 0, XP: 20
scaled_brown_mushroom_block - Farming Level: 0, XP: 20
cornered_white_carpet - Farming Level: 0, XP: 20
nether_carved_pumpkin - Farming Level: 0, XP: 20
overgrown_lumpkin - Farming Level: 0, XP: 20
red_mushroom_trio - Farming Level: 0, XP: 20
white_flower_spruce_leaves - Farming Level: 0, XP: 20
magenta_flower_oak_leaves - Farming Level: 0, XP: 20
white_flower_birch_leaves - Farming Level: 0, XP: 20
half_grown_warped_roots - Farming Level: 0, XP: 20
cornered_green_wool - Farming Level: 0, XP: 20
dark_smooth_red_mushroom_block - Farming Level: 0, XP: 20
tiny_smug_carved_pumpkin - Farming Level: 100, XP: 520
poisonous_mushroom_stem - Farming Level: 0, XP: 20
hooded_brown_mushroom - Farming Level: 0, XP: 20
overgrown_pumpkin - Farming Level: 0, XP: 20
end_pumpkin_purple - Farming Level: 0, XP: 20
end_carved_pumpkin - Farming Level: 0, XP: 20
red_mushroom_bulb - Farming Level: 0, XP: 20
devious_carved_pumpkin - Farming Level: 0, XP: 20
brown_mushroom_trio - Farming Level: 0, XP: 20
tropics_melon - Farming Level: 0, XP: 20
light_freckled_red_mushroom_block - Farming Level: 0, XP: 20
golden_melon - Farming Level: 200, XP: 1020
sunny_melon - Farming Level: 0, XP: 20
light_dusted_brown_mushroom_block - Farming Level: 0, XP: 20
suspicious_carved_pumpkin - Farming Level: 0, XP: 20
warty_nether_sprouts - Farming Level: 0, XP: 20
button_red_mushroom - Farming Level: 0, XP: 20
thin_nether_sprouts - Farming Level: 0, XP: 20
broken_mushroom_stem - Farming Level: 0, XP: 20
cornered_cyan_carpet - Farming Level: 0, XP: 20
overgrown_warped_roots - Farming Level: 0, XP: 20
smiling_carved_pumpkin - Farming Level: 0, XP: 20
flowered_crimson_roots_bulb - Farming Level: 0, XP: 20
smooth_red_mushroom_block - Farming Level: 0, XP: 20
flowered_crimson_roots - Farming Level: 0, XP: 20
brown_mushroom_cluster - Farming Level: 0, XP: 20
owo_carved_pumpkin - Farming Level: 0, XP: 20
hooded_red_mushroom - Farming Level: 0, XP: 20
red_mushroom_bushel - Farming Level: 0, XP: 20
carpenters_table - Farming Level: 0, XP: 20
creepy_carved_pumpkin - Farming Level: 0, XP: 20
swampy_melon - Farming Level: 0, XP: 20
light_dusted_red_mushroom_block - Farming Level: 0, XP: 20
light_smooth_red_mushroom_block - Farming Level: 0, XP: 20
cornered_light_blue_wool - Farming Level: 0, XP: 20
brown_mushroom_bushel - Farming Level: 0, XP: 20
micro_red_mushroom - Farming Level: 0, XP: 20
nether_pumpkin - Farming Level: 0, XP: 20
netherwart_dried_kelp_block - Farming Level: 0, XP: 20
white_dusted_brown_mushroom_block - Farming Level: 0, XP: 20
cornered_brown_carpet - Farming Level: 0, XP: 20
white_freckled_brown_mushroom_block - Farming Level: 0, XP: 20
magenta_flower_birch_leaves - Farming Level: 0, XP: 20
overgrown_pimpkin - Farming Level: 0, XP: 20
light_freckled_brown_mushroom_block - Farming Level: 0, XP: 20
light_spotted_brown_mushroom_block - Farming Level: 0, XP: 20
magenta_flower_dark_oak_leaves - Farming Level: 0, XP: 20
bulbed_brown_mushroom - Farming Level: 0, XP: 20
light_smooth_brown_mushroom_block - Farming Level: 0, XP: 20
dusted_brown_mushroom_block - Farming Level: 0, XP: 20
nether_sprouts_weeds - Farming Level: 0, XP: 20
bolby_nether_sprouts - Farming Level: 0, XP: 20
cornered_black_carpet - Farming Level: 0, XP: 20
cornered_magenta_wool - Farming Level: 0, XP: 20
boo_carved_pumpkin - Farming Level: 0, XP: 20
rustic_melon - Farming Level: 0, XP: 20
sprinkled_brown_mushroom_block - Farming Level: 0, XP: 20
magenta_flower_spruce_leaves - Farming Level: 0, XP: 20
freckled_brown_mushroom_block - Farming Level: 0, XP: 20
button_brown_mushroom - Farming Level: 0, XP: 20
sugarcane_dried_kelp_block - Farming Level: 0, XP: 20
dark_dotted_red_mushroom_block - Farming Level: 0, XP: 20
smooth_brown_mushroom_block - Farming Level: 0, XP: 20
overjoyed_carved_pumpkin - Farming Level: 0, XP: 20
flowering_lily_pad - Farming Level: 0, XP: 20
bamboo_planks_shavings - Farming Level: 0, XP: 20
cornered_brown_wool - Farming Level: 0, XP: 20
dark_dusted_red_mushroom_block - Farming Level: 0, XP: 20
bushy_nether_sprouts - Farming Level: 0, XP: 20
flowering_warped_roots - Farming Level: 0, XP: 20
white_spotted_brown_mushroom_block - Farming Level: 0, XP: 20
wide_eyed_carved_pumpkin - Farming Level: 0, XP: 20
umbrella_brown_mushroom - Farming Level: 0, XP: 20
clustered_brown_mushroom - Farming Level: 0, XP: 20
white_flower_dark_oak_leaves - Farming Level: 0, XP: 20
bamboo_barrel - Farming Level: 0, XP: 20
double_red_mushroom - Farming Level: 0, XP: 20
cornered_black_wool - Farming Level: 0, XP: 20
dark_spotted_brown_mushroom_block - Farming Level: 0, XP: 20
corrupted_nether_sprouts - Farming Level: 0, XP: 20
cornered_purple_wool - Farming Level: 0, XP: 20
blooming_mushroom_stem - Farming Level: 0, XP: 20
large_nether_sprouts - Farming Level: 0, XP: 20
cornered_yellow_wool - Farming Level: 0, XP: 20
cornered_green_carpet - Farming Level: 0, XP: 20
white_flower_acacia_leaves - Farming Level: 0, XP: 20
franken_red_mushroom - Farming Level: 0, XP: 20
short_nether_sprouts - Farming Level: 0, XP: 20
double_brown_mushroom - Farming Level: 0, XP: 20
old_mushroom_stem - Farming Level: 0, XP: 20
high_nether_sprouts - Farming Level: 0, XP: 20
spotted_brown_mushroom_block - Farming Level: 0, XP: 20
grimy_mushroom_stem - Farming Level: 0, XP: 20
anguished_carved_pumpkin - Farming Level: 0, XP: 20
light_spotted_red_mushroom_block - Farming Level: 0, XP: 20
white_flower_oak_leaves - Farming Level: 0, XP: 20
cornered_purple_carpet - Farming Level: 0, XP: 20
wicked_red_mushroom - Farming Level: 0, XP: 20
cornered_red_wool - Farming Level: 0, XP: 20
creeping_nether_sprouts - Farming Level: 0, XP: 20
tall_shroomy_nether_sprouts - Farming Level: 0, XP: 20
upside_down_carved_pumpkin - Farming Level: 0, XP: 20
cornered_white_wool - Farming Level: 0, XP: 20
dusted_red_mushroom_block - Farming Level: 0, XP: 20
silly_carved_pumpkin - Farming Level: 0, XP: 20
corny_nether_sprouts - Farming Level: 0, XP: 20
dark_freckled_brown_mushroom_block - Farming Level: 0, XP: 20
smooth_mushroom_stem - Farming Level: 0, XP: 20
squished_cute_carved_pumpkin - Farming Level: 0, XP: 20
flowery_mangrove_roots - Farming Level: 0, XP: 20
wide_nether_sprouts - Farming Level: 0, XP: 20
cornered_orange_carpet - Farming Level: 0, XP: 20
bamboo_planks_fine_mosaic - Farming Level: 0, XP: 20
dark_sprinkled_brown_mushroom_block - Farming Level: 0, XP: 20
dark_flowering_lily_pad - Farming Level: 0, XP: 20
cornered_pink_wool - Farming Level: 0, XP: 20
overgrown_autumnkin - Farming Level: 0, XP: 20
fish_barrel - Farming Level: 0, XP: 20
magenta_flower_jungle_leaves - Farming Level: 0, XP: 20
clustered_red_mushroom - Farming Level: 0, XP: 20
bulbed_red_mushroom - Farming Level: 0, XP: 20
shroomy_nether_sprouts - Farming Level: 0, XP: 20
bamboo_dried_kelp_block - Farming Level: 0, XP: 20
bad_time_carved_pumpkin - Farming Level: 0, XP: 20
slight_smile_carved_pumpkin - Farming Level: 0, XP: 20
flowery_vine - Farming Level: 0, XP: 20
warm_mushroom_stem - Farming Level: 0, XP: 20
cornered_blue_carpet - Farming Level: 0, XP: 20
crusted_nether_sprouts - Farming Level: 0, XP: 20
spotted_red_mushroom_block - Farming Level: 0, XP: 20
kitty_faced_carved_pumpkin - Farming Level: 0, XP: 20
mushroom_barrel - Farming Level: 0, XP: 20
cornered_light_blue_carpet - Farming Level: 0, XP: 20
cornered_gray_wool - Farming Level: 0, XP: 20
cornered_yellow_carpet - Farming Level: 0, XP: 20
cornered_cyan_wool - Farming Level: 0, XP: 20
red_mushroom_cluster - Farming Level: 0, XP: 20
sprouting_crimson_roots_bulb - Farming Level: 100, XP: 520
dark_melon - Farming Level: 0, XP: 20
big_flower_lily_pad - Farming Level: 0, XP: 20
dotted_red_mushroom_block - Farming Level: 0, XP: 20
seeded_nether_sprouts - Farming Level: 0, XP: 20
franken_brown_mushroom - Farming Level: 0, XP: 20
wicked_brown_mushroom - Farming Level: 0, XP: 20
end_purple_carved_pumpkin - Farming Level: 0, XP: 20
light_scaled_brown_mushroom_block - Farming Level: 0, XP: 20
freckled_red_mushroom_block - Farming Level: 0, XP: 20
light_dotted_red_mushroom_block - Farming Level: 0, XP: 20
white_flower_jungle_leaves - Farming Level: 0, XP: 20
cornered_magenta_carpet - Farming Level: 0, XP: 20
mini_red_mushroom - Farming Level: 0, XP: 20
overgrown_sand - Farming Level: 0, XP: 20
magenta_flower_acacia_leaves - Farming Level: 0, XP: 20
fruit_barrel - Farming Level: 0, XP: 20
dark_scaled_brown_mushroom_block - Farming Level: 0, XP: 20
light_sprinkled_brown_mushroom_block - Farming Level: 0, XP: 20
cornered_light_gray_wool - Farming Level: 0, XP: 20
dark_freckled_red_mushroom_block - Farming Level: 0, XP: 20
cornered_gray_carpet - Farming Level: 0, XP: 20
brown_mushroom_bulb - Farming Level: 0, XP: 20
grizly_nether_sprouts - Farming Level: 0, XP: 20
dark_smooth_brown_mushroom_block - Farming Level: 0, XP: 20
sticky_melon - Farming Level: 0, XP: 20
tubed_nether_sprouts - Farming Level: 0, XP: 20
bamboo_planks_panel - Farming Level: 0, XP: 20
bright_melon - Farming Level: 0, XP: 20
cornered_lime_wool - Farming Level: 0, XP: 20
spooky_carved_pumpkin - Farming Level: 0, XP: 20
dark_spotted_red_mushroom_block - Farming Level: 0, XP: 20
cornered_blue_wool - Farming Level: 0, XP: 20
fired_nether_sprouts - Farming Level: 0, XP: 20
traditional_carved_pumpkin - Farming Level: 0, XP: 20
flimsy_nether_sprouts - Farming Level: 0, XP: 20
cornered_lime_carpet - Farming Level: 0, XP: 20
cornered_orange_wool - Farming Level: 0, XP: 20
micro_brown_mushroom - Farming Level: 0, XP: 20
cornered_light_gray_carpet - Farming Level: 0, XP: 20
umbrella_red_mushroom - Farming Level: 0, XP: 20
end_pumpkin - Farming Level: 0, XP: 20
cornered_red_carpet - Farming Level: 0, XP: 20
dark_dusted_brown_mushroom_block - Farming Level: 0, XP: 20
white_sprinkled_brown_mushroom_block - Farming Level: 0, XP: 20
cornered_pink_carpet - Farming Level: 0, XP: 20
sweet_melon - Farming Level: 0, XP: 20
sprouting_crimson_roots - Farming Level: 100, XP: 520
horrified_carved_pumpkin - Farming Level: 0, XP: 20
ripe_melon - Farming Level: 0, XP: 20
mini_brown_mushroom - Farming Level: 0, XP: 20
scaled_brown_mushroom_block - Farming Level: 0, XP: 20
cornered_white_carpet - Farming Level: 0, XP: 20
nether_carved_pumpkin - Farming Level: 0, XP: 20
overgrown_lumpkin - Farming Level: 0, XP: 20
red_mushroom_trio - Farming Level: 0, XP: 20
white_flower_spruce_leaves - Farming Level: 0, XP: 20
magenta_flower_oak_leaves - Farming Level: 0, XP: 20
white_flower_birch_leaves - Farming Level: 0, XP: 20
half_grown_warped_roots - Farming Level: 0, XP: 20
cornered_green_wool - Farming Level: 0, XP: 20
dark_smooth_red_mushroom_block - Farming Level: 0, XP: 20
tiny_smug_carved_pumpkin - Farming Level: 100, XP: 520
poisonous_mushroom_stem - Farming Level: 0, XP: 20
hooded_brown_mushroom - Farming Level: 0, XP: 20
overgrown_pumpkin - Farming Level: 0, XP: 20
end_pumpkin_purple - Farming Level: 0, XP: 20
end_carved_pumpkin - Farming Level: 0, XP: 20
red_mushroom_bulb - Farming Level: 0, XP: 20
devious_carved_pumpkin - Farming Level: 0, XP: 20
brown_mushroom_trio - Farming Level: 0, XP: 20
tropics_melon - Farming Level: 0, XP: 20
light_freckled_red_mushroom_block - Farming Level: 0, XP: 20
golden_melon - Farming Level: 200, XP: 1020
sunny_melon - Farming Level: 0, XP: 20
light_dusted_brown_mushroom_block - Farming Level: 0, XP: 20
suspicious_carved_pumpkin - Farming Level: 0, XP: 20
warty_nether_sprouts - Farming Level: 0, XP: 20
button_red_mushroom - Farming Level: 0, XP: 20
thin_nether_sprouts - Farming Level: 0, XP: 20
broken_mushroom_stem - Farming Level: 0, XP: 20
cornered_cyan_carpet - Farming Level: 0, XP: 20
