Tech implementation started at 2025-03-08 08:18:10
Processing xycraft_machines (Category: high-tech)
tesla_coil - Tech Level: 200
thermoelectric_generator - Tech Level: 200
toolbox - Tech Level: 200
toolupgrade_buzzsaw_spareblades - Tech Level: 200
toolupgrade_chemthrower_focus - Tech Level: 200
toolupgrade_chemthrower_multitank - Tech Level: 200
toolupgrade_drill_capacity - Tech Level: 200
toolupgrade_drill_damage - Tech Level: 200
toolupgrade_drill_fortune - Tech Level: 200
toolupgrade_drill_lube - Tech Level: 200
toolupgrade_drill_waterproof - Tech Level: 200
toolupgrade_powerpack_antenna - Tech Level: 200
toolupgrade_powerpack_induction - Tech Level: 200
toolupgrade_powerpack_magnet - Tech Level: 200
toolupgrade_powerpack_tesla - Tech Level: 200
toolupgrade_railgun_capacitors - Tech Level: 200
toolupgrade_railgun_scope - Tech Level: 200
toolupgrade_revolver_bayonet - Tech Level: 200
toolupgrade_revolver_electro - Tech Level: 200
toolupgrade_revolver_magazine - Tech Level: 200
toolupgrade_shield_flash - Tech Level: 200
toolupgrade_shield_magnet - Tech Level: 200
toolupgrade_shield_shock - Tech Level: 200
toolupgrade_skyhook_insulation - Tech Level: 200
toolupgrade_skyhook_mace - Tech Level: 200
toolupgrade_skyhook_slope - Tech Level: 200
transformer_hv - Tech Level: 200
transformer - Tech Level: 200
treated_catwalk - Tech Level: 200
treated_post - Tech Level: 200
treated_scaffold - Tech Level: 200
turntable - Tech Level: 200
turret_chem - Tech Level: 200
turret_gun - Tech Level: 200
voltmeter - Tech Level: 200
watermill - Tech Level: 200
waterwheel_segment - Tech Level: 200
windmill_blade - Tech Level: 200
windmill_sail - Tech Level: 200
windmill - Tech Level: 200
wire_aluminum - Tech Level: 200
wire_copper - Tech Level: 200
wire_electrum - Tech Level: 200
wire_lead - Tech Level: 200
wire_steel - Tech Level: 260
wirecoil_copper_ins - Tech Level: 200
wirecoil_copper - Tech Level: 200
wirecoil_electrum_ins - Tech Level: 200
wirecoil_electrum - Tech Level: 200
wirecoil_redstone - Tech Level: 320
wirecoil_steel - Tech Level: 260
wirecoil_structure_rope - Tech Level: 200
wirecoil_structure_steel - Tech Level: 260
wirecutter - Tech Level: 200
workbench - Tech Level: 200
Processing sophisticatedbackpacks (Category: low-mid-tech)
backpack - Tech Level: 75
copper_backpack - Tech Level: 75
diamond_backpack - Tech Level: 135
gold_backpack - Tech Level: 115
iron_backpack - Tech Level: 95
netherite_backpack - Tech Level: 155
advanced_compacting_upgrade - Tech Level: 135
advanced_deposit_upgrade - Tech Level: 135
advanced_feeding_upgrade - Tech Level: 135
advanced_filter_upgrade - Tech Level: 135
advanced_jukebox_upgrade - Tech Level: 135
advanced_magnet_upgrade - Tech Level: 135
advanced_pickup_upgrade - Tech Level: 135
advanced_pump_upgrade - Tech Level: 135
advanced_refill_upgrade - Tech Level: 135
advanced_restock_upgrade - Tech Level: 135
advanced_tool_swapper_upgrade - Tech Level: 135
advanced_void_upgrade - Tech Level: 135
anvil_upgrade - Tech Level: 75
auto_blasting_upgrade - Tech Level: 95
auto_smelting_upgrade - Tech Level: 95
auto_smoking_upgrade - Tech Level: 75
backpack - Tech Level: 75
battery_upgrade - Tech Level: 75
blasting_upgrade - Tech Level: 95
compacting_upgrade - Tech Level: 95
copper_backpack - Tech Level: 75
crafting_upgrade - Tech Level: 95
deposit_upgrade - Tech Level: 75
diamond_backpack - Tech Level: 135
everlasting_upgrade - Tech Level: 95
feeding_upgrade - Tech Level: 75
filter_upgrade - Tech Level: 75
gold_backpack - Tech Level: 115
inception_upgrade - Tech Level: 75
infinity_upgrade - Tech Level: 175
iron_backpack - Tech Level: 95
jukebox_upgrade - Tech Level: 75
magnet_upgrade - Tech Level: 75
netherite_backpack - Tech Level: 155
pickup_upgrade - Tech Level: 75
pump_upgrade - Tech Level: 75
refill_upgrade - Tech Level: 75
restock_upgrade - Tech Level: 75
smelting_upgrade - Tech Level: 95
smithing_upgrade - Tech Level: 75
smoking_upgrade - Tech Level: 75
stack_downgrade_tier_1 - Tech Level: 75
stack_downgrade_tier_2 - Tech Level: 75
stack_downgrade_tier_3 - Tech Level: 75
stack_upgrade_omega_tier - Tech Level: 75
stack_upgrade_starter_tier - Tech Level: 75
stack_upgrade_tier_1 - Tech Level: 75
stack_upgrade_tier_2 - Tech Level: 75
stack_upgrade_tier_3 - Tech Level: 75
stack_upgrade_tier_4 - Tech Level: 75
stonecutter_upgrade - Tech Level: 75
survival_infinity_upgrade - Tech Level: 175
tank_upgrade - Tech Level: 75
tool_swapper_upgrade - Tech Level: 75
upgrade_base - Tech Level: 75
void_upgrade - Tech Level: 75
xp_pump_upgrade - Tech Level: 75
Processing laserbridges (Category: high-tech)
laser_block_powered - Tech Level: 260
laser_source_block - Tech Level: 260
laser_source_block - Tech Level: 260
Processing terrablender (Category: mid-high-tech)
Processing multipiston (Category: low-mid-tech)
multipistonblock - Tech Level: 50
multipistonblock - Tech Level: 50
Processing laserio (Category: mid-tech)
laser_connector_advanced - Tech Level: 130
laser_connector - Tech Level: 100
laser_node - Tech Level: 100
card_chemical - Tech Level: 100
card_cloner - Tech Level: 100
card_energy - Tech Level: 100
card_fluid - Tech Level: 100
card_holder - Tech Level: 100
card_item - Tech Level: 100
filter_basic - Tech Level: 100
filter_count - Tech Level: 100
filter_mod - Tech Level: 100
filter_nbt - Tech Level: 100
filter_tag - Tech Level: 100
laser_connector_advanced - Tech Level: 130
laser_connector - Tech Level: 100
laser_node - Tech Level: 100
laser_wrench - Tech Level: 100
logic_chip_raw - Tech Level: 100
logic_chip - Tech Level: 100
overclocker_card - Tech Level: 100
overclocker_node - Tech Level: 100
Processing sfm (Category: high-tech)
battery - Tech Level: 200
cable - Tech Level: 200
manager - Tech Level: 200
printing_press - Tech Level: 240
test_barrel - Tech Level: 200
water_tank - Tech Level: 200
cable - Tech Level: 200
disk - Tech Level: 200
form - Tech Level: 200
labelgun - Tech Level: 200
manager - Tech Level: 200
network_tool - Tech Level: 200
printing_press - Tech Level: 240
water_tank - Tech Level: 200
xp_goop - Tech Level: 200
Processing bigreactors (Category: high-tech)
basic_reactorcasing - Tech Level: 260
basic_reactorchargingportfe - Tech Level: 320
basic_reactorcontroller - Tech Level: 380
basic_reactorcontrolrod - Tech Level: 200
basic_reactorfuelrod - Tech Level: 200
basic_reactorglass - Tech Level: 200
basic_reactorpowertapfe_active - Tech Level: 200
basic_reactorpowertapfe_passive - Tech Level: 200
basic_reactorredstoneport - Tech Level: 320
basic_reactorsolidaccessport - Tech Level: 320
basic_turbinecasing - Tech Level: 440
basic_turbinechargingportfe - Tech Level: 440
basic_turbinecontroller - Tech Level: 440
basic_turbinecreativesteamgenerator - Tech Level: 500
basic_turbinefluidport_forge_active - Tech Level: 440
basic_turbinefluidport_forge_passive - Tech Level: 440
basic_turbineglass - Tech Level: 440
basic_turbinepowertapfe_active - Tech Level: 440
basic_turbinepowertapfe_passive - Tech Level: 440
basic_turbineredstoneport - Tech Level: 440
basic_turbinerotorbearing - Tech Level: 440
basic_turbinerotorblade - Tech Level: 440
basic_turbinerotorshaft - Tech Level: 440
blutonium_block - Tech Level: 260
blutonium_fluid - Tech Level: 200
cryomisi_fluid - Tech Level: 200
cyanite_block - Tech Level: 260
cyanite_fluid - Tech Level: 200
energizercasing - Tech Level: 260
energizercell - Tech Level: 200
energizerchargingportfe - Tech Level: 320
energizercomputerport - Tech Level: 320
energizercontroller - Tech Level: 380
energizerpowerportfe_active - Tech Level: 320
energizerpowerportfe - Tech Level: 320
energizerstatus - Tech Level: 200
fluidizercasing - Tech Level: 260
fluidizercontroller - Tech Level: 380
fluidizerfluidinjector - Tech Level: 200
fluidizeroutputport - Tech Level: 320
fluidizerpowerport - Tech Level: 320
fluidizersolidinjector - Tech Level: 200
graphite_block - Tech Level: 260
inanite_block - Tech Level: 260
insanite_block - Tech Level: 260
ludicrite_block - Tech Level: 260
magentite_block - Tech Level: 260
magentite_fluid - Tech Level: 200
redfrigium_fluid - Tech Level: 200
reinforced_reactorcasing - Tech Level: 320
reinforced_reactorchargingportfe - Tech Level: 320
reinforced_reactorcomputerport - Tech Level: 320
reinforced_reactorcontroller - Tech Level: 380
reinforced_reactorcontrolrod - Tech Level: 320
reinforced_reactorcreativewatergenerator - Tech Level: 500
reinforced_reactorfluidaccessport - Tech Level: 320
reinforced_reactorfluidport_forge_active - Tech Level: 320
reinforced_reactorfluidport_forge_passive - Tech Level: 320
reinforced_reactorfluidport_mekanism_passive - Tech Level: 320
reinforced_reactorfuelrod - Tech Level: 320
reinforced_reactorglass - Tech Level: 320
reinforced_reactorpowertapfe_active - Tech Level: 320
reinforced_reactorpowertapfe_passive - Tech Level: 320
reinforced_reactorredstoneport - Tech Level: 320
reinforced_reactorsolidaccessport - Tech Level: 320
reinforced_turbinecasing - Tech Level: 440
reinforced_turbinechargingportfe - Tech Level: 440
reinforced_turbinecomputerport - Tech Level: 440
reinforced_turbinecontroller - Tech Level: 440
reinforced_turbinecreativesteamgenerator - Tech Level: 500
reinforced_turbinefluidport_forge_active - Tech Level: 440
reinforced_turbinefluidport_forge_passive - Tech Level: 440
reinforced_turbineglass - Tech Level: 440
reinforced_turbinepowertapfe_active - Tech Level: 440
reinforced_turbinepowertapfe_passive - Tech Level: 440
reinforced_turbineredstoneport - Tech Level: 440
reinforced_turbinerotorbearing - Tech Level: 440
reinforced_turbinerotorblade - Tech Level: 440
reinforced_turbinerotorshaft - Tech Level: 440
reprocessorcasing - Tech Level: 380
reprocessorcollector - Tech Level: 380
reprocessorcontroller - Tech Level: 380
reprocessorfluidinjector - Tech Level: 380
reprocessorglass - Tech Level: 380
reprocessoroutputport - Tech Level: 380
reprocessorpowerport - Tech Level: 380
reprocessorwasteinjector - Tech Level: 380
ridiculite_block - Tech Level: 260
rossinite_fluid - Tech Level: 200
steam - Tech Level: 200
tangerium_fluid - Tech Level: 200
verderium_fluid - Tech Level: 200
yellorium_block - Tech Level: 260
yellorium_fluid - Tech Level: 200
basic_reactorcasing - Tech Level: 260
basic_reactorchargingportfe - Tech Level: 320
basic_reactorcontroller - Tech Level: 380
basic_reactorcontrolrod - Tech Level: 200
basic_reactorfuelrod - Tech Level: 200
basic_reactorglass - Tech Level: 200
basic_reactorpowertapfe_active - Tech Level: 200
basic_reactorpowertapfe_passive - Tech Level: 200
basic_reactorredstoneport - Tech Level: 320
basic_reactorsolidaccessport - Tech Level: 320
basic_turbinecasing - Tech Level: 440
basic_turbinechargingportfe - Tech Level: 440
basic_turbinecontroller - Tech Level: 440
basic_turbinecreativesteamgenerator - Tech Level: 500
basic_turbinefluidport_forge_active - Tech Level: 440
basic_turbinefluidport_forge_passive - Tech Level: 440
basic_turbineglass - Tech Level: 440
basic_turbinepowertapfe_active - Tech Level: 440
basic_turbinepowertapfe_passive - Tech Level: 440
basic_turbineredstoneport - Tech Level: 440
basic_turbinerotorbearing - Tech Level: 440
basic_turbinerotorblade - Tech Level: 440
basic_turbinerotorshaft - Tech Level: 440
blutonium_block - Tech Level: 260
blutonium_bucket - Tech Level: 200
cryomisi_bucket - Tech Level: 200
cyanite_block - Tech Level: 260
cyanite_bucket - Tech Level: 200
energizercasing - Tech Level: 260
energizercell - Tech Level: 200
energizerchargingport_fe - Tech Level: 320
energizercomputerport - Tech Level: 320
energizercontroller - Tech Level: 380
energizerpowerport_fe_active - Tech Level: 320
energizerpowerport_fe - Tech Level: 320
energizerstatus - Tech Level: 200
energycore - Tech Level: 200
fluidizercasing - Tech Level: 260
fluidizercontroller - Tech Level: 380
fluidizerfluidinjector - Tech Level: 200
fluidizeroutputport - Tech Level: 320
fluidizerpowerport - Tech Level: 320
fluidizersolidinjector - Tech Level: 200
graphite_block - Tech Level: 260
inanite_block - Tech Level: 260
insanite_block - Tech Level: 260
ludicrite_block - Tech Level: 260
magentite_block - Tech Level: 260
magentite_bucket - Tech Level: 200
redfrigium_bucket - Tech Level: 200
reinforced_reactorcasing - Tech Level: 320
reinforced_reactorchargingportfe - Tech Level: 320
reinforced_reactorcomputerport - Tech Level: 320
reinforced_reactorcontroller - Tech Level: 380
reinforced_reactorcontrolrod - Tech Level: 320
reinforced_reactorcreativewatergenerator - Tech Level: 500
reinforced_reactorfluidaccessport - Tech Level: 320
reinforced_reactorfluidport_forge_active - Tech Level: 320
reinforced_reactorfluidport_forge_passive - Tech Level: 320
reinforced_reactorfluidport_mekanism_passive - Tech Level: 320
reinforced_reactorfuelrod - Tech Level: 320
reinforced_reactorglass - Tech Level: 320
reinforced_reactorpowertapfe_active - Tech Level: 320
reinforced_reactorpowertapfe_passive - Tech Level: 320
reinforced_reactorredstoneport - Tech Level: 320
reinforced_reactorsolidaccessport - Tech Level: 320
reinforced_turbinecasing - Tech Level: 440
reinforced_turbinechargingportfe - Tech Level: 440
reinforced_turbinecomputerport - Tech Level: 440
reinforced_turbinecontroller - Tech Level: 440
reinforced_turbinecreativesteamgenerator - Tech Level: 500
reinforced_turbinefluidport_forge_active - Tech Level: 440
reinforced_turbinefluidport_forge_passive - Tech Level: 440
reinforced_turbineglass - Tech Level: 440
reinforced_turbinepowertapfe_active - Tech Level: 440
reinforced_turbinepowertapfe_passive - Tech Level: 440
reinforced_turbineredstoneport - Tech Level: 440
reinforced_turbinerotorbearing - Tech Level: 440
reinforced_turbinerotorblade - Tech Level: 440
reinforced_turbinerotorshaft - Tech Level: 440
reprocessorcasing - Tech Level: 380
reprocessorcollector - Tech Level: 380
reprocessorcontroller - Tech Level: 380
reprocessorfluidinjector - Tech Level: 380
reprocessorglass - Tech Level: 380
reprocessoroutputport - Tech Level: 380
reprocessorpowerport - Tech Level: 380
reprocessorwasteinjector - Tech Level: 380
ridiculite_block - Tech Level: 260
rossinite_bucket - Tech Level: 200
steam_bucket - Tech Level: 200
tangerium_bucket - Tech Level: 200
verderium_bucket - Tech Level: 200
wrench - Tech Level: 200
yellorium_block - Tech Level: 260
yellorium_bucket - Tech Level: 200
Processing megacells (Category: high-tech)
16m_crafting_storage - Tech Level: 340
1m_crafting_storage - Tech Level: 340
256m_crafting_storage - Tech Level: 340
4m_crafting_storage - Tech Level: 340
64m_crafting_storage - Tech Level: 340
mega_crafting_accelerator - Tech Level: 340
mega_crafting_monitor - Tech Level: 340
mega_crafting_unit - Tech Level: 340
mega_energy_cell - Tech Level: 300
mega_interface - Tech Level: 300
mega_pattern_provider - Tech Level: 300
sky_bronze_block - Tech Level: 340
sky_osmium_block - Tech Level: 340
sky_steel_block - Tech Level: 340
16m_crafting_storage - Tech Level: 340
1m_crafting_storage - Tech Level: 340
256m_crafting_storage - Tech Level: 340
4m_crafting_storage - Tech Level: 340
64m_crafting_storage - Tech Level: 340
accumulation_processor_press - Tech Level: 420
accumulation_processor - Tech Level: 420
bulk_cell_component - Tech Level: 300
bulk_item_cell - Tech Level: 300
cable_mega_interface - Tech Level: 300
cable_mega_pattern_provider - Tech Level: 300
cell_component_16m - Tech Level: 300
cell_component_1m - Tech Level: 300
cell_component_256m - Tech Level: 300
cell_component_4m - Tech Level: 300
cell_component_64m - Tech Level: 300
cell_dock - Tech Level: 300
chemical_storage_cell_16m - Tech Level: 300
chemical_storage_cell_1m - Tech Level: 300
chemical_storage_cell_256m - Tech Level: 300
chemical_storage_cell_4m - Tech Level: 300
chemical_storage_cell_64m - Tech Level: 300
compression_card - Tech Level: 300
decompression_module - Tech Level: 300
experience_storage_cell_16m - Tech Level: 300
experience_storage_cell_1m - Tech Level: 300
experience_storage_cell_256m - Tech Level: 300
experience_storage_cell_4m - Tech Level: 300
experience_storage_cell_64m - Tech Level: 300
fluid_storage_cell_16m - Tech Level: 300
fluid_storage_cell_1m - Tech Level: 300
fluid_storage_cell_256m - Tech Level: 300
fluid_storage_cell_4m - Tech Level: 300
fluid_storage_cell_64m - Tech Level: 300
greater_energy_card - Tech Level: 300
item_storage_cell_16m - Tech Level: 300
item_storage_cell_1m - Tech Level: 300
item_storage_cell_256m - Tech Level: 300
item_storage_cell_4m - Tech Level: 300
item_storage_cell_64m - Tech Level: 300
mana_storage_cell_16m - Tech Level: 300
mana_storage_cell_1m - Tech Level: 300
mana_storage_cell_256m - Tech Level: 300
mana_storage_cell_4m - Tech Level: 300
mana_storage_cell_64m - Tech Level: 300
mega_chemical_cell_housing - Tech Level: 300
mega_crafting_accelerator - Tech Level: 340
mega_crafting_monitor - Tech Level: 340
mega_crafting_unit - Tech Level: 340
mega_energy_cell - Tech Level: 300
mega_experience_cell_housing - Tech Level: 300
mega_fluid_cell_housing - Tech Level: 300
mega_interface - Tech Level: 300
mega_item_cell_housing - Tech Level: 300
mega_mana_cell_housing - Tech Level: 300
mega_pattern_provider - Tech Level: 300
mega_source_cell_housing - Tech Level: 300
portable_cell_workbench - Tech Level: 300
portable_chemical_cell_16m - Tech Level: 300
portable_chemical_cell_1m - Tech Level: 300
portable_chemical_cell_256m - Tech Level: 300
portable_chemical_cell_4m - Tech Level: 300
portable_chemical_cell_64m - Tech Level: 300
portable_experience_cell_16m - Tech Level: 300
portable_experience_cell_1m - Tech Level: 300
portable_experience_cell_256m - Tech Level: 300
portable_experience_cell_4m - Tech Level: 300
portable_experience_cell_64m - Tech Level: 300
portable_fluid_cell_16m - Tech Level: 300
portable_fluid_cell_1m - Tech Level: 300
portable_fluid_cell_256m - Tech Level: 300
portable_fluid_cell_4m - Tech Level: 300
portable_fluid_cell_64m - Tech Level: 300
portable_item_cell_16m - Tech Level: 300
portable_item_cell_1m - Tech Level: 300
portable_item_cell_256m - Tech Level: 300
portable_item_cell_4m - Tech Level: 300
portable_item_cell_64m - Tech Level: 300
portable_mana_cell_16m - Tech Level: 300
portable_mana_cell_1m - Tech Level: 300
portable_mana_cell_256m - Tech Level: 300
portable_mana_cell_4m - Tech Level: 300
portable_mana_cell_64m - Tech Level: 300
portable_source_cell_16m - Tech Level: 300
portable_source_cell_1m - Tech Level: 300
portable_source_cell_256m - Tech Level: 300
portable_source_cell_4m - Tech Level: 300
portable_source_cell_64m - Tech Level: 300
printed_accumulation_processor - Tech Level: 420
radioactive_cell_component - Tech Level: 300
radioactive_chemical_cell - Tech Level: 300
sky_bronze_block - Tech Level: 340
sky_osmium_block - Tech Level: 340
sky_steel_block - Tech Level: 340
source_storage_cell_16m - Tech Level: 300
source_storage_cell_1m - Tech Level: 300
source_storage_cell_256m - Tech Level: 300
source_storage_cell_4m - Tech Level: 300
source_storage_cell_64m - Tech Level: 300
Processing enderio (Category: mid-high-tech)
advanced_capacitor_bank - Tech Level: 300
alloy_smelter - Tech Level: 150
aversion_obelisk - Tech Level: 150
basic_capacitor_bank - Tech Level: 150
block_detector - Tech Level: 200
cold_fire - Tech Level: 150
conductive_alloy_block - Tech Level: 200
conduit - Tech Level: 150
copper_alloy_block - Tech Level: 200
crafter - Tech Level: 150
creative_power - Tech Level: 400
dark_steel_bars - Tech Level: 200
dark_steel_block - Tech Level: 200
dark_steel_pressure_plate - Tech Level: 200
dew_of_the_void - Tech Level: 150
drain - Tech Level: 150
enchanter - Tech Level: 150
end_steel_bars - Tech Level: 200
end_steel_block - Tech Level: 200
enderman_head - Tech Level: 150
energetic_alloy_block - Tech Level: 200
energetic_photovoltaic_module - Tech Level: 150
ensouled_chassis - Tech Level: 150
fire_water - Tech Level: 150
fluid_tank - Tech Level: 150
fused_quartz_a_black - Tech Level: 250
fused_quartz_a_blue - Tech Level: 250
fused_quartz_a_brown - Tech Level: 250
fused_quartz_a_cyan - Tech Level: 250
fused_quartz_a_gray - Tech Level: 250
fused_quartz_a_green - Tech Level: 250
fused_quartz_a_lime - Tech Level: 250
fused_quartz_a_magenta - Tech Level: 250
fused_quartz_a_orange - Tech Level: 250
fused_quartz_a_pink - Tech Level: 250
fused_quartz_a_purple - Tech Level: 250
fused_quartz_a_red - Tech Level: 250
fused_quartz_a_white - Tech Level: 250
fused_quartz_a_yellow - Tech Level: 250
fused_quartz_a - Tech Level: 250
fused_quartz_black - Tech Level: 250
fused_quartz_blue - Tech Level: 250
fused_quartz_brown - Tech Level: 250
fused_quartz_cyan - Tech Level: 250
fused_quartz_d_black - Tech Level: 250
fused_quartz_d_blue - Tech Level: 250
fused_quartz_d_brown - Tech Level: 250
fused_quartz_d_cyan - Tech Level: 250
fused_quartz_d_gray - Tech Level: 250
fused_quartz_d_green - Tech Level: 250
fused_quartz_d_lime - Tech Level: 250
fused_quartz_d_magenta - Tech Level: 250
fused_quartz_d_orange - Tech Level: 250
fused_quartz_d_pink - Tech Level: 250
fused_quartz_d_purple - Tech Level: 250
fused_quartz_d_red - Tech Level: 250
fused_quartz_d_white - Tech Level: 250
fused_quartz_d_yellow - Tech Level: 250
fused_quartz_d - Tech Level: 250
fused_quartz_da_black - Tech Level: 250
fused_quartz_da_blue - Tech Level: 250
fused_quartz_da_brown - Tech Level: 250
fused_quartz_da_cyan - Tech Level: 250
fused_quartz_da_gray - Tech Level: 250
fused_quartz_da_green - Tech Level: 250
fused_quartz_da_lime - Tech Level: 250
fused_quartz_da_magenta - Tech Level: 250
fused_quartz_da_orange - Tech Level: 250
fused_quartz_da_pink - Tech Level: 250
fused_quartz_da_purple - Tech Level: 250
fused_quartz_da_red - Tech Level: 250
fused_quartz_da_white - Tech Level: 250
fused_quartz_da_yellow - Tech Level: 250
fused_quartz_da - Tech Level: 250
fused_quartz_dm_black - Tech Level: 250
fused_quartz_dm_blue - Tech Level: 250
fused_quartz_dm_brown - Tech Level: 250
fused_quartz_dm_cyan - Tech Level: 250
fused_quartz_dm_gray - Tech Level: 250
fused_quartz_dm_green - Tech Level: 250
fused_quartz_dm_lime - Tech Level: 250
fused_quartz_dm_magenta - Tech Level: 250
fused_quartz_dm_orange - Tech Level: 250
fused_quartz_dm_pink - Tech Level: 250
fused_quartz_dm_purple - Tech Level: 250
fused_quartz_dm_red - Tech Level: 250
fused_quartz_dm_white - Tech Level: 250
fused_quartz_dm_yellow - Tech Level: 250
fused_quartz_dm - Tech Level: 250
fused_quartz_dna_black - Tech Level: 250
fused_quartz_dna_blue - Tech Level: 250
fused_quartz_dna_brown - Tech Level: 250
fused_quartz_dna_cyan - Tech Level: 250
fused_quartz_dna_gray - Tech Level: 250
fused_quartz_dna_green - Tech Level: 250
fused_quartz_dna_lime - Tech Level: 250
fused_quartz_dna_magenta - Tech Level: 250
fused_quartz_dna_orange - Tech Level: 250
fused_quartz_dna_pink - Tech Level: 250
fused_quartz_dna_purple - Tech Level: 250
fused_quartz_dna_red - Tech Level: 250
fused_quartz_dna_white - Tech Level: 250
fused_quartz_dna_yellow - Tech Level: 250
fused_quartz_dna - Tech Level: 250
fused_quartz_dnm_black - Tech Level: 250
fused_quartz_dnm_blue - Tech Level: 250
fused_quartz_dnm_brown - Tech Level: 250
fused_quartz_dnm_cyan - Tech Level: 250
fused_quartz_dnm_gray - Tech Level: 250
fused_quartz_dnm_green - Tech Level: 250
fused_quartz_dnm_lime - Tech Level: 250
fused_quartz_dnm_magenta - Tech Level: 250
fused_quartz_dnm_orange - Tech Level: 250
fused_quartz_dnm_pink - Tech Level: 250
fused_quartz_dnm_purple - Tech Level: 250
fused_quartz_dnm_red - Tech Level: 250
fused_quartz_dnm_white - Tech Level: 250
fused_quartz_dnm_yellow - Tech Level: 250
fused_quartz_dnm - Tech Level: 250
fused_quartz_dnp_black - Tech Level: 250
fused_quartz_dnp_blue - Tech Level: 250
fused_quartz_dnp_brown - Tech Level: 250
fused_quartz_dnp_cyan - Tech Level: 250
fused_quartz_dnp_gray - Tech Level: 250
fused_quartz_dnp_green - Tech Level: 250
fused_quartz_dnp_lime - Tech Level: 250
fused_quartz_dnp_magenta - Tech Level: 250
fused_quartz_dnp_orange - Tech Level: 250
fused_quartz_dnp_pink - Tech Level: 250
fused_quartz_dnp_purple - Tech Level: 250
fused_quartz_dnp_red - Tech Level: 250
fused_quartz_dnp_white - Tech Level: 250
fused_quartz_dnp_yellow - Tech Level: 250
fused_quartz_dnp - Tech Level: 250
fused_quartz_dp_black - Tech Level: 250
fused_quartz_dp_blue - Tech Level: 250
fused_quartz_dp_brown - Tech Level: 250
fused_quartz_dp_cyan - Tech Level: 250
fused_quartz_dp_gray - Tech Level: 250
fused_quartz_dp_green - Tech Level: 250
fused_quartz_dp_lime - Tech Level: 250
fused_quartz_dp_magenta - Tech Level: 250
fused_quartz_dp_orange - Tech Level: 250
fused_quartz_dp_pink - Tech Level: 250
fused_quartz_dp_purple - Tech Level: 250
fused_quartz_dp_red - Tech Level: 250
fused_quartz_dp_white - Tech Level: 250
fused_quartz_dp_yellow - Tech Level: 250
fused_quartz_dp - Tech Level: 250
fused_quartz_e_black - Tech Level: 250
fused_quartz_e_blue - Tech Level: 250
fused_quartz_e_brown - Tech Level: 250
fused_quartz_e_cyan - Tech Level: 250
fused_quartz_e_gray - Tech Level: 250
fused_quartz_e_green - Tech Level: 250
fused_quartz_e_lime - Tech Level: 250
fused_quartz_e_magenta - Tech Level: 250
fused_quartz_e_orange - Tech Level: 250
fused_quartz_e_pink - Tech Level: 250
fused_quartz_e_purple - Tech Level: 250
fused_quartz_e_red - Tech Level: 250
fused_quartz_e_white - Tech Level: 250
fused_quartz_e_yellow - Tech Level: 250
fused_quartz_e - Tech Level: 250
fused_quartz_ea_black - Tech Level: 250
fused_quartz_ea_blue - Tech Level: 250
fused_quartz_ea_brown - Tech Level: 250
fused_quartz_ea_cyan - Tech Level: 250
fused_quartz_ea_gray - Tech Level: 250
fused_quartz_ea_green - Tech Level: 250
fused_quartz_ea_lime - Tech Level: 250
fused_quartz_ea_magenta - Tech Level: 250
fused_quartz_ea_orange - Tech Level: 250
fused_quartz_ea_pink - Tech Level: 250
fused_quartz_ea_purple - Tech Level: 250
fused_quartz_ea_red - Tech Level: 250
fused_quartz_ea_white - Tech Level: 250
fused_quartz_ea_yellow - Tech Level: 250
fused_quartz_ea - Tech Level: 250
fused_quartz_em_black - Tech Level: 250
fused_quartz_em_blue - Tech Level: 250
fused_quartz_em_brown - Tech Level: 250
fused_quartz_em_cyan - Tech Level: 250
fused_quartz_em_gray - Tech Level: 250
fused_quartz_em_green - Tech Level: 250
fused_quartz_em_lime - Tech Level: 250
fused_quartz_em_magenta - Tech Level: 250
fused_quartz_em_orange - Tech Level: 250
fused_quartz_em_pink - Tech Level: 250
fused_quartz_em_purple - Tech Level: 250
fused_quartz_em_red - Tech Level: 250
fused_quartz_em_white - Tech Level: 250
fused_quartz_em_yellow - Tech Level: 250
fused_quartz_em - Tech Level: 250
fused_quartz_ena_black - Tech Level: 250
fused_quartz_ena_blue - Tech Level: 250
fused_quartz_ena_brown - Tech Level: 250
fused_quartz_ena_cyan - Tech Level: 250
fused_quartz_ena_gray - Tech Level: 250
fused_quartz_ena_green - Tech Level: 250
fused_quartz_ena_lime - Tech Level: 250
fused_quartz_ena_magenta - Tech Level: 250
fused_quartz_ena_orange - Tech Level: 250
fused_quartz_ena_pink - Tech Level: 250
fused_quartz_ena_purple - Tech Level: 250
fused_quartz_ena_red - Tech Level: 250
fused_quartz_ena_white - Tech Level: 250
fused_quartz_ena_yellow - Tech Level: 250
fused_quartz_ena - Tech Level: 250
fused_quartz_enm_black - Tech Level: 250
fused_quartz_enm_blue - Tech Level: 250
fused_quartz_enm_brown - Tech Level: 250
fused_quartz_enm_cyan - Tech Level: 250
fused_quartz_enm_gray - Tech Level: 250
fused_quartz_enm_green - Tech Level: 250
fused_quartz_enm_lime - Tech Level: 250
fused_quartz_enm_magenta - Tech Level: 250
fused_quartz_enm_orange - Tech Level: 250
fused_quartz_enm_pink - Tech Level: 250
fused_quartz_enm_purple - Tech Level: 250
fused_quartz_enm_red - Tech Level: 250
fused_quartz_enm_white - Tech Level: 250
fused_quartz_enm_yellow - Tech Level: 250
fused_quartz_enm - Tech Level: 250
